,text, target,processed
412,มันก็เลวเหมือนกันก็ตัดสินให้มันเสมอกันหน่อย บอกไม่อยู่ในขอบเขตอำนาจศาลเป็นเรื่องของปปช เหี้ยไรเนี่ย,1,"['มัน', 'ก็', 'เลว', 'เหมือนกัน', 'ก็', 'ตัดสิน', 'ให้', 'มัน', 'เสมอกัน', 'หน่อย', 'บอก', 'ไม่', 'อยู่', 'ใน', 'ขอบ', 'เขตอำนาจศาล', 'เป็นเรื่อง', 'ของ', 'ปปช', 'เหี้ย', 'ไร', 'เนี่ย']"
413,ต้นแบบผู้ใหญ่เลวๆที่ใช้อำนาจในทางที่ไม่ชอบ,1,"['ต้นแบบ', 'ผู้ใหญ่', 'เลว', 'ที่', 'ใช้อำนาจ', 'ใน', 'ทาง', 'ที่', 'ไม่', 'ชอบ']"
414,อีเหี้ยด่ากูว่าสารเลว....เเม่งมึงดูตัวเองบ้างเถอะ,1,"['อี', 'เหี้ย', 'ด่า', 'กู', 'ว่า', 'สารเลว', 'xxrep', 'เเม่ง', 'มึง', 'ดู', 'ตัวเอง', 'บ้าง', 'เถอะ']"
415,คนเลวได้กับคนร่าน ก็เหมาะกันแล้วนิทั้งด้าน ทั้งร่าน และ เลว!!พอๆกัน,1,"['คนเลว', 'ได้', 'กับ', 'คน', 'ร่าน', 'ก็', 'เหมาะกัน', 'แล้ว', 'นิ', 'ทั้ง', 'ด้าน', 'ทั้ง', 'ร่าน', 'และ', 'เลว', '!!พอๆ', 'กัน']"
416,กูอยู่ร่วมประเทศกับคนที่มีระบบความคิดเลวทรามแบบนี้หรอ,1,"['กู', 'อยู่ร่วม', 'ประเทศ', 'กับ', 'คน', 'ที่', 'มีระบบ', 'ความคิด', 'เลวทราม', 'แบบนี้', 'หรอ']"
417,ตำรวจดี ใส่ชุดก็เหมือนโล่เกียรติยศตำรวจเลว ใส่ชุดก็เหมือนปลอกคอหมา fb.me/Jyr9gMPa,1,"['ตำรวจ', 'ดี', 'ใส่', 'ชุด', 'ก็', 'เหมือน', 'โล่', 'เกียรติยศ', 'ตำรวจ', 'เลว', 'ใส่', 'ชุด', 'ก็', 'เหมือน', 'ปลอกคอ', 'หมา', 'xxurl']"
418,ส่อให้เห็นถึงตระกูลเลยนะ คนแบบนี้ เลวจริงๆ สูงส่งมากหรอ,1,"['ส่อ', 'ให้', 'เห็น', 'ถึง', 'ตระกูล', 'เลย', 'นะ', 'คน', 'แบบนี้', 'เลว', 'จริงๆ', 'สูงส่ง', 'มาก', 'หรอ']"
419,ไม่รู้จะซื่อสัตย์กับคนเลวๆทำไม สุดท้ายคนที่ซื่อสัตย์แม่งก็ต้องเจ็บอยู่ดี,0,"['ไม่', 'รู้', 'จะ', 'ซื่อสัตย์', 'กับ', 'คนเลว', 'ทำไม', 'สุดท้าย', 'คน', 'ที่', 'ซื่อสัตย์', 'แม่', 'ก็', 'ต้อง', 'เจ็บ', 'อยู่ดี']"
420,บางกลุ่มของคนของมึงนั้นแหละ ที่สันดานไม่ดี ไม่มีมารยาท ไม่มีความเกรงใจ เลว!,1,"['บาง', 'กลุ่ม', 'ของ', 'คน', 'ของ', 'มึง', 'นั้นแหละ', 'ที่', 'สันดาน', 'ไม่', 'ดี', 'ไม่', 'มี', 'มารยาท', 'ไม่', 'มี', 'ความเกรงใจ', 'เลว']"
421,ทำเป็นล่าแม่มดยุคมืดไปได้ ทำแบบลากหัวจิกหัวมันมากลางฝูงชนข่ะ มารุมกันปาหินใส่ ถ้าไม่สะใจก็ถมน้ำลายด้วย รู้สึกโลกโซเชี่ยลเลวทรามมาก,1,"['ทำเป็น', 'ล่า', 'แม่มด', 'ยุคมืด', 'ไป', 'ได้', 'ทำ', 'แบบ', 'ลาก', 'หัว', 'จิก', 'หัวมัน', 'มา', 'กลาง', 'ฝูงชน', 'ข่ะ', 'มา', 'รุม', 'กัน', 'ปา', 'หิน', 'ใส่', 'ถ้า', 'ไม่', 'สะใจ', 'ก็', 'ถม', 'น้ำลาย', 'ด้วย', 'รู้สึก', 'โลก', 'โซ', 'เชี่ยล', 'เลวทราม', 'มาก']"
422,แมลงสาบไอชั่วไอเลว มันจะมากเกินไปละยะ,1,"['แมลงสาบ', 'ไอ', 'ชั่ว', 'ไอ', 'เลว', 'มัน', 'จะ', 'มากเกินไป', 'ละ', 'ยะ']"
423,ตำรวจเลว 0.01% แก้ตัวให้พ้นไปวันๆ twitter.com/Kea_New/status…,1,"['ตำรวจ', 'เลว', '0.01', 'แก้ตัว', 'ให้', 'พ้นไป', 'วัน', 'xxurl']"
424,อีเลว อีพ่อแม่ไม่สั่งสอน มารยาทไม่มี พวกไร้อารยะ พวกสัมภเวสี โว้ย ไม่รู้จะด่าไงแล้ว,1,"['อี', 'เลว', 'อี', 'พ่อแม่', 'ไม่', 'สั่งสอน', 'มารยาท', 'ไม่', 'มี', 'พวก', 'ไร้', 'อารยะ', 'พวก', 'สัมภเวสี', 'โว้ย', 'ไม่', 'รู้', 'จะ', 'ด่า', 'ไง', 'แล้ว']"
425,แรดขนาดนี้ไปเป็นกะหรี่เลยค่าาาา สีปากเหมือนกะหรี่นาจา,1,"['แรด', 'ขนาด', 'นี้', 'ไป', 'เป็น', 'กะหรี่', 'เลย', 'ค่า', 'xxrep', 'สี', 'ปาก', 'เหมือน', 'กะหรี่', 'นา', 'จา']"
426,ตอนแรกด่าลูกกะหรี่ สักพักด่าเด็กกำพร้า มึงเป็นอะไรรร๊,1,"['ตอนแรก', 'ด่า', 'ลูก', 'กะหรี่', 'สักพัก', 'ด่า', 'เด็กกำพร้า', 'มึง', 'เป็น', 'อะไร', 'xxrep']"
427,อย่าด่ากูว่ากะหรี่จะเป็นทั้งที !กูของเป็นเจ้าของซ่อง,1,"['อย่า', 'ด่า', 'กู', 'ว่า', 'กะหรี่', 'จะ', 'เป็น', 'ทั้งที', 'กู', 'ของ', 'เป็นเจ้าของ', 'ซ่อง']"
428,ตอนแรกมองเป็นรุ่นพี่ ผ่านไปสองนาที กลายเป็นกะหรี่ในพริบตา pic.twitter.com/G4ggPybNPP,1,"['ตอนแรก', 'มอง', 'เป็น', 'รุ่นพี่', 'ผ่าน', 'ไป', 'สอง', 'นาที', 'กลายเป็น', 'กะหรี่', 'ใน', 'พริบตา', 'xxurl']"
429,นี่กูรอหัวเราะอยู่อ่ะบอกเลยและถ้ากูขยันมีเงินเยอะกูจะให้แม่หยุดไปช่วยเค้า กูไม่อยากให้แม่ไปรับรู้เกี่ยวกับชีวิตเค้าแล้วอ่ะ กะหรี่ยังดูดีกว่า,0,"['นี่', 'กู', 'รอ', 'หัวเราะ', 'อยู่', 'อ่ะ', 'บอก', 'เลย', 'และ', 'ถ้า', 'กู', 'ขยัน', 'มีเงิน', 'เยอะ', 'กู', 'จะ', 'ให้', 'แม่', 'หยุด', 'ไป', 'ช่วย', 'เค้า', 'กู', 'ไม่', 'อยาก', 'ให้', 'แม่', 'ไป', 'รับรู้', 'เกี่ยวกับ', 'ชีวิต', 'เค้า', 'แล้ว', 'อ่ะ', 'กะหรี่', 'ยัง', 'ดู', 'ดีกว่า']"
430,ผญแบบมึง เพื่อนกูไม่ชอบหรอก ชอบหาเรื่องชาวบ้าน ด่ากะหรี่ไปทั่ว มึงนี่ยิ่งกว่ากะหรี่,1,"['ผญ', 'แบบ', 'มึง', 'เพื่อน', 'กู', 'ไม่', 'ชอบ', 'หรอก', 'ชอบ', 'หาเรื่อง', 'ชาวบ้าน', 'ด่า', 'กะหรี่', 'ไป', 'ทั่ว', 'มึง', 'นี่', 'ยิ่งกว่า', 'กะหรี่']"
431,พึ่งรู้ว่าผชสมัยนี้ชอบเอากะหรี่มาอยู่ข้างๆ,1,"['พึ่ง', 'รู้', 'ว่า', 'ผช', 'สมัยนี้', 'ชอบ', 'เอา', 'กะหรี่', 'มา', 'อยู่', 'ข้างๆ']"
432,สวยไม่คงที่ กะหรี่สิคงทน,0,"['สวย', 'ไม่', 'คงที่', 'กะหรี่', 'สิ', 'คงทน']"
433,ไม่ต่างอะไรกับ กะหรี่ปั๊บเรยแต่กะหรี่ปั๊บซื้อมากินแล้วอร่อยแต่กะหรี่นี้ซื้อมากินแล้ว หยี้😂😝,0,"['ไม่', 'ต่าง', 'อะไร', 'กับ', 'กะหรี่ปั๊บ', 'เรย', 'แต่', 'กะหรี่ปั๊บ', 'ซื้อ', 'มา', 'กิน', 'แล้ว', 'อร่อย', 'แต่', 'กะหรี่', 'นี้', 'ซื้อ', 'มา', 'กิน', 'แล้ว', 'ยี้', 'EMJface-with-tears-of-joyEMJEMJsquinting-face-with-tongueEMJ']"
434,แม่งงง ชาติหน้าขอให้มึงลำบากกว่าที่ทำกับพ่อแม่กูล้านเท่า อีกะหรี่,1,"['แม่', 'xxrep', 'ชาติหน้า', 'ขอให้', 'มึง', 'ลำบาก', 'กว่า', 'ที่', 'ทำ', 'กับ', 'พ่อแม่', 'กู', 'ล้าน', 'เท่า', 'อี', 'กะหรี่']"
435,ภาษาที่สองหมายถึง ภาษาแม่เป็นกะหรี่แบบมึงใช่ใหมคะ แบบนั้นขอพูดแค่ภาษาเดียวคะ ภาษาไทย twitter.com/baebierene/sta…,1,"['ภาษา', 'ที่สอง', 'หมายถึง', 'ภาษาแม่', 'เป็น', 'กะหรี่', 'แบบ', 'มึง', 'ใช่', 'ใหม', 'คะ', 'แบบ', 'นั้น', 'ขอ', 'พูด', 'แค่', 'ภาษา', 'เดียว', 'คะ', 'ภาษาไทย', 'xxurl']"
436,ผช ที่เป็นแมงดามาเกาะผญ นี่เวรมาเกิดจริงๆ,1,"['ผช', 'ที่', 'เป็น', 'แมงดา', 'มา', 'เกาะ', 'ผญ', 'นี่', 'เวร', 'มา', 'เกิด', 'จริงๆ']"
